,Frame,Time
0,1,0.3263772800000879
1,2,0.3198515320000297
2,3,0.291605614999753
3,4,0.3090235770000618
4,5,0.3021566049997091
5,6,0.3267012330002217
6,7,0.28654714300000705
7,8,0.31637031599984766
8,9,0.28798101499978657
9,10,0.30161849100022664
10,11,0.28622459300004266
11,12,0.3199601609999263
12,13,0.2994064130002698
13,14,0.31430787299996155
14,15,0.29956768500005637
15,16,0.29542808199994397
16,17,0.2908312780000415
17,18,0.3162075290001667
18,19,0.29725797999981296
19,20,0.30952581400015333
20,21,0.29136795599970355
21,22,0.3036166880001474
22,23,0.287781024999731
23,24,0.2985816629998226
24,25,0.29199884400031806
25,26,0.31387587800008987
26,27,0.29686772399963957
27,28,0.3369240649999483
28,29,0.3994769309997537
29,30,0.37930068400009986
30,31,0.373630322000281
31,32,0.376529347000087
32,33,0.38656863799997154
33,34,0.431592419000026
34,35,0.38239803500027847
35,36,0.40806985200015333
36,37,0.33460713000022224
37,38,0.3088332719999016
38,39,0.2984909830001925
39,40,0.3195667139998477
40,41,0.3105517239996516
41,42,0.30487670499996966
42,43,0.3030663240001559
43,44,0.33007793500019034
44,45,0.29031843899974774
45,46,0.31110717000001387
46,47,0.30856916099992304
47,48,0.2981626569999207
48,49,0.29603377700004785
49,50,0.3127681829996618
50,51,0.2937882549999813
51,52,0.30609344799995597
52,53,0.2985456679998606
53,54,0.30860088800000085
54,55,0.29126358200028335
55,56,0.3078768609998406
56,57,0.3005449150000459
57,58,0.30614088299989817
58,59,0.29987089400037803
59,60,0.3097680930000024
60,61,0.30347725500041633
61,62,0.3036573159997715
62,63,0.2945711080001274
63,64,0.3109605059999012
64,65,0.29319549899992126
65,66,0.3084673879998263
66,67,0.3034952660000272
67,68,0.29592364700010876
68,69,0.2909639290000996
69,70,0.3760851930001081
70,71,0.3781135799999902
71,72,0.39204747900021175
72,73,0.37070092600015414
73,74,0.3818349540001691
74,75,0.38782758699971964
75,76,0.40083836500025427
76,77,0.39185951499985094
77,78,0.40533702399989124
78,79,0.2952067699998224
79,80,0.30919338600006085
80,81,0.29527865699992617
81,82,0.3084071439998297
82,83,0.32086506600035136
83,84,0.31347981199996866
84,85,0.2946004380000886
85,86,0.31180910000011863
86,87,0.29307444200003374
87,88,0.2991811179999786
88,89,0.2927342480002153
89,90,0.3031798249999156
90,91,0.2897503089998281
91,92,0.3031200440000248
92,93,0.2954320340004415
93,94,0.3037328699997488
94,95,0.2907016060003116
95,96,0.3121262630002093
96,97,0.29086029500012955
97,98,0.2991703139996389
98,99,0.2967164920000869
99,100,0.30702453799995055
100,101,0.29402059099993494
101,102,0.3017710819999593
102,103,0.31053146000022025
103,104,0.3011204449999241
104,105,0.2873992940003518
105,106,0.3110336310001003
106,107,0.30377287800001795
107,108,0.2998726959999658
108,109,0.29532008099977247
109,110,0.30964824000011504
110,111,0.299332861000039
111,112,0.38754954000023645
112,113,0.38135766699997475
113,114,0.36720615500007625
114,115,0.3486912339999435
115,116,0.4073894279999877
116,117,0.37536980000004405
117,118,0.41541240900005505
118,119,0.36895481800002017
119,120,0.38364057000035245
120,121,0.32980108699985067
121,122,0.29919975700022405
122,123,0.2866945409996333
123,124,0.3053514139996878
124,125,0.2982865170001787
125,126,0.2996596699999827
126,127,0.2987307839998721
127,128,0.3118264659997294
128,129,0.2836770650001199
129,130,0.2958228259999487
130,131,0.28931965600031617
131,132,0.30556990900004166
132,133,0.28192850699997507
133,134,0.3046637100001135
134,135,0.2962377869998818
135,136,0.2931455670000105
136,137,0.2934318380002878
137,138,0.3005180440000004
138,139,0.29598270899987256
139,140,0.30763454099997034
140,141,0.4896656850000909
141,142,0.3022598350003136
142,143,0.4599468800001887
143,144,0.31562162599993826
144,145,0.4407821499999045
145,146,0.3052236879998418
146,147,0.2959795879996818
147,148,0.29677956800014726
148,149,0.2968112020002991
149,150,0.3009264379998058
150,151,0.29416488000015306
151,152,0.2966633659998479
152,153,0.37717214000031163
153,154,0.3883507380000992
154,155,0.37448786799996014
155,156,0.36933029700003317
156,157,0.3955942530001266
157,158,0.41820903999996517
158,159,0.4101520839999466
159,160,0.3982856410002569
160,161,0.3899790559999019
161,162,0.3164259919999495
162,163,0.29783695100013574
163,164,0.3109102339999481
164,165,0.2993948539997291
165,166,0.3067544649998126
166,167,0.2899949210000159
167,168,0.30410952199963504
168,169,0.30146164699999645
169,170,0.32149249400026747
170,171,0.2940086059998066
171,172,0.3125099019998743
172,173,0.2971158589998595
173,174,0.3095919200000026
174,175,0.29467456200018205
175,176,0.34005162799985555
176,177,0.2985734130002129
177,178,0.29740739199996824
178,179,0.2985064100003001
179,180,0.2997139659996719
