,Frame,Time
0,1,0.5151647650000086
1,2,0.5591865450001023
2,3,0.5159899009997844
3,4,0.5011402999998609
4,5,0.5156193769998936
5,6,0.530582091000042
6,7,0.5123502040000858
7,8,0.44223676100000375
8,9,0.3744255179999527
9,10,0.3980024009999852
10,11,0.3598020239999187
11,12,0.407450456000106
12,13,0.36739296899986584
13,14,0.3951759579999816
14,15,0.37402332900001056
15,16,0.3855559029998403
16,17,0.36169886499988024
17,18,0.39378813700000137
18,19,0.37125327400008246
19,20,0.3954394299998967
20,21,0.3803363239999271
21,22,0.37482955600012247
22,23,0.3746492580000904
23,24,0.38679995100005726
24,25,0.36801947799995105
25,26,0.3840864590001729
26,27,0.3597224370000731
27,28,0.39403480200007834
28,29,0.360953919999929
29,30,0.38825737399997706
30,31,0.3695268619999297
31,32,0.37462078500016105
32,33,0.3586107759999777
33,34,0.41090034299986655
34,35,0.4861370070000248
35,36,0.5107174249999389
36,37,0.4652849500000684
37,38,0.5239101749998554
38,39,0.48559064100004434
39,40,0.5267512740001621
40,41,0.46818229600012273
41,42,0.5012370909998936
42,43,0.35351127899980384
43,44,0.3765884560000359
44,45,0.3847169450000365
45,46,0.3775478579998435
46,47,0.36494657399998687
47,48,0.3785553389998313
48,49,0.3673684709999634
49,50,0.38362693500016576
50,51,0.3619037450000633
51,52,0.3850088520000554
52,53,0.36305031699998835
53,54,0.3674717439998858
54,55,0.35625699299998814
55,56,0.38666290199989817
56,57,0.36825585799988403
57,58,0.37690601300005255
58,59,0.35800937799990606
59,60,0.3816237739999906
60,61,0.3695850009999049
61,62,0.4046191469999485
62,63,0.36965161399984936
63,64,0.40458536100004494
64,65,0.3592364369999359
65,66,0.3928926770001908
66,67,0.36468418499998734
67,68,0.38719067200008794
68,69,0.4227199629999632
69,70,0.5112584410001091
70,71,0.4702311290000125
71,72,0.5041763149999952
72,73,0.4777140999999574
73,74,0.544255129000021
74,75,0.5143873690001328
75,76,0.5067377640000359
76,77,0.36394284399989374
77,78,0.37857730199993966
78,79,0.3594678209999529
79,80,0.3737538980001318
80,81,0.36793960800014247
81,82,0.3839328870001282
82,83,0.36094287800005986
83,84,0.39313233999996555
84,85,0.3679428460000054
85,86,0.3851196699999946
86,87,0.37560620299996117
87,88,0.3846472709999489
88,89,0.37065184699986276
89,90,0.390934733999984
90,91,0.3495090369999616
91,92,0.38596359699999994
92,93,0.36148600899991834
93,94,0.37579092100008893
94,95,0.36449205600001733
95,96,0.3768545870000253
96,97,0.3608200040000611
97,98,0.3919608500000322
98,99,0.35111886100003176
99,100,0.3831913379999605
100,101,0.3703045380000276
101,102,0.38670148100004553
102,103,0.43385697500002607
103,104,0.5064004020000539
104,105,0.4997168579998288
105,106,0.48674942000002375
106,107,0.48420076000002155
107,108,0.5192804200000865
108,109,0.498732223999923
109,110,0.5010615360001793
110,111,0.37433398099983606
111,112,0.3978310049999436
112,113,0.36230302899980416
113,114,0.4084622099999251
114,115,0.37741348800000196
115,116,0.3931140009999581
116,117,0.3796948019999036
117,118,0.3971440089999305
118,119,0.3713644290000957
119,120,0.387908613000036
120,121,0.3594582900000205
121,122,0.40060506099985105
122,123,0.3825700509999024
123,124,0.3916636540000127
124,125,0.3681312909998269
125,126,0.39027829299993755
126,127,0.36295496200000343
127,128,0.3837446479999471
128,129,0.3576554579999538
129,130,0.38353962699989097
130,131,0.37591866899992965
131,132,0.39059436299999106
132,133,0.3721294670001498
133,134,0.3910097830000723
134,135,0.3664124310000716
135,136,0.38438322199999675
136,137,0.517456859000049
137,138,0.5014507650000724
138,139,0.471372054000085
139,140,0.5032769209999515
140,141,0.4907362980000016
141,142,0.5123858240001482
142,143,0.4739766780000991
143,144,0.49393622499997036
144,145,0.4067126739998912
145,146,0.3774208530001033
146,147,0.3595584580000377
147,148,0.39022897300014847
148,149,0.35950209899988295
149,150,0.3774239070000931
150,151,0.6400505359999897
151,152,0.7903854290000254
152,153,0.3696476969998912
153,154,0.3885381800000687
154,155,0.3605349599999954
155,156,0.3767361879999953
156,157,0.3663833169998725
157,158,0.3750168139999914
158,159,0.35563667099995655
159,160,0.3891928729999563
160,161,0.35908675299992865
161,162,0.37845144500010974
162,163,0.36808017499993184
163,164,0.37195871700009775
164,165,0.36096515000008367
165,166,0.3935893220000253
166,167,0.3629938599999605
167,168,0.38734395599999516
168,169,0.3596515140000065
169,170,0.44327127900010055
170,171,0.4669143650000933
171,172,0.4616583110000647
172,173,0.48824108500002694
173,174,0.4699713210000027
174,175,0.5167918499998905
175,176,0.4739232340000399
176,177,0.5182739399999718
177,178,0.4554451629999221
178,179,0.3862198630001785
179,180,0.3600866050001059
