,Frame,Time
0,1,2.4352304290000006
1,2,2.4518996930000014
2,3,2.1185870079999916
3,4,2.107458278999985
4,5,3.5915532960000007
5,6,2.7020836429999804
6,7,2.008670297000009
7,8,2.0466455030000077
8,9,2.218984545999973
9,10,5.749820951999993
10,11,3.029649725000013
11,12,2.237583139999998
12,13,2.4030040819999954
13,14,2.592442933000001
14,15,3.5487223700000072
15,16,2.230174484999992
16,17,2.3106933099999765
17,18,2.845208124999999
18,19,3.3290409980000106
19,20,4.189434281000018
20,21,2.4009051179999688
21,22,2.7683825400000046
22,23,3.5214628649999895
23,24,3.6617715410000073
24,25,2.7065940989999717
25,26,2.8407473629999913
26,27,1.9717876909999745
27,28,2.439230418999955
28,29,3.0675927890000025
29,30,1.9880556749999982
30,31,2.028585856999996
31,32,2.19082656300003
32,33,2.297920588000011
33,34,3.2861359710000215
34,35,2.6478568429999996
35,36,2.7762776360000316
36,37,2.4602908649999904
37,38,2.2142021000000227
38,39,3.2747432119999758
39,40,2.5398861069999725
40,41,2.625083897999957
41,42,2.5411894380000035
42,43,2.9984658380000155
43,44,4.432382186000041
44,45,2.794447856999966
45,46,2.6461053040000024
46,47,2.8069062229999986
47,48,3.0560146109999664
48,49,2.9458730389999914
49,50,2.359006835999992
50,51,2.4846138670000073
51,52,2.459166714000048
52,53,2.488321039000027
53,54,3.567066691999969
54,55,1.2381650109999782
55,56,1.1111256749999825
56,57,2.1914778580000416
57,58,2.1279948410000316
58,59,2.149517406999962
59,60,3.5725615329999982
60,61,2.1436877649999815
61,62,2.214889717999995
62,63,2.1093684830000257
63,64,2.0544731890000207
64,65,3.0636388049999823
65,66,2.7406308019999983
66,67,2.043540747999998
67,68,2.033853449999981
68,69,2.067407151999987
69,70,2.117419976000008
70,71,3.1216266339999947
71,72,3.1425444820000052
72,73,2.2144041280000124
73,74,2.1073243970000135
74,75,2.061492095999995
75,76,2.4486411480000356
76,77,3.005478824000022
77,78,2.120358961000022
78,79,2.092950936999955
79,80,2.034901993999995
80,81,2.0535089919999905
81,82,3.222733374000029
82,83,2.7743414380000218
83,84,2.439794402000018
84,85,2.0871797980000224
85,86,2.41181857600003
86,87,2.3582177419999653
87,88,3.317450478000012
88,89,2.0917136129999676
89,90,2.710773852999978
90,91,2.1005211490000306
91,92,2.305327970999997
92,93,3.617500440000015
93,94,2.1067973479999864
94,95,2.039992323999968
95,96,2.0220479590000195
96,97,2.8429675769999676
97,98,3.0454530470000236
98,99,2.799874306999982
99,100,2.0537984890000303
100,101,2.114728355000011
101,102,2.208262982000008
102,103,2.234529906999967
103,104,3.473875577000001
104,105,1.9847657050000294
105,106,2.255553118000023
106,107,2.3567690799999923
107,108,2.2702256180000404
108,109,3.5563128329999927
109,110,2.6439410480000447
110,111,2.127077511999971
111,112,3.050717750999979
112,113,2.2878541029999724
113,114,3.616993507000018
114,115,2.792278715000009
115,116,2.691851622999991
116,117,2.1928346859999692
117,118,2.6777489029999515
118,119,4.165630386999965
119,120,2.302590796000004
120,121,2.0699195219999638
121,122,2.0790181500000244
122,123,2.2852588570000307
123,124,3.3908923000000186
124,125,2.7997586870000077
125,126,2.3415767610000557
126,127,2.2492732910000086
127,128,3.4107827999999927
128,129,3.3189340730000367
129,130,2.545221410999943
130,131,2.321003019999921
131,132,2.205996480999943
132,133,2.8181584289999364
133,134,3.0369164899999532
134,135,2.990045135999935
135,136,2.3211276400000997
136,137,2.4731065230000695
137,138,2.0806680040000174
138,139,2.4757970519999617
139,140,3.040083035999942
140,141,2.2098339059999716
141,142,2.3420041409999612
142,143,2.032700742999964
143,144,2.166060543999947
144,145,3.4386126599999898
145,146,1.6134663520000458
146,147,2.1534475209999755
147,148,2.5156021969999074
148,149,2.0408805760000632
149,150,2.3062679149999212
150,151,3.599884653999993
151,152,2.34286441200004
152,153,2.3380588600000465
153,154,2.4077550069999916
154,155,1.2785769910000226
155,156,4.050312561000055
156,157,3.6821218610000415
157,158,2.2832170839999435
158,159,2.1126605160000054
159,160,2.5451346070000227
160,161,2.325141146999954
161,162,3.3124022740000783
162,163,2.4549161180000283
163,164,2.130155375000072
164,165,2.1145784799999774
165,166,2.0886775620000435
166,167,3.4173125670000672
167,168,2.611513942999977
168,169,2.786739779999948
169,170,2.0750555360000362
170,171,2.0341589880000583
171,172,2.5219533419999607
172,173,3.4043778989999964
173,174,2.0171459589998904
174,175,2.072970525999949
175,176,2.0170299610000484
176,177,1.9595237129999532
177,178,3.0540413599999283
178,179,2.7848839190000945
179,180,2.1174357080000163
